Year,Region,Index,Source,Category,Sub-category,Sub-sub-category,Total,CO2eq,Unit
2011,Nova Scotia,0,Provincial Inventory Total,,,,TRUE,20.84,Mt
2011,Nova Scotia,1,Oil and Gas,,,,TRUE,1.54,Mt
2011,Nova Scotia,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,0.68,Mt
2011,Nova Scotia,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,FALSE,0.67,Mt
2011,Nova Scotia,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,TRUE,0.00,Mt
2011,Nova Scotia,7,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Frontier Oil Production,FALSE,0.00,Mt
2011,Nova Scotia,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,FALSE,0.01,Mt
2011,Nova Scotia,13,Oil and Gas,Downstream Oil and Gas,,,TRUE,0.86,Mt
2011,Nova Scotia,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,FALSE,0.86,Mt
2011,Nova Scotia,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,FALSE,0.00,Mt
2011,Nova Scotia,16,Electricity,,,,FALSE,8.55,Mt
2011,Nova Scotia,17,Transport,,,,TRUE,5.47,Mt
2011,Nova Scotia,18,Transport,Passenger Transport,,,TRUE,2.96,Mt
2011,Nova Scotia,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,2.68,Mt
2011,Nova Scotia,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,0.28,Mt
2011,Nova Scotia,21,Transport,Freight Transport,,,TRUE,2.25,Mt
2011,Nova Scotia,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,1.66,Mt
2011,Nova Scotia,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.58,Mt
2011,Nova Scotia,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,0.26,Mt
2011,Nova Scotia,25,Heavy Industry,,,,TRUE,0.65,Mt
2011,Nova Scotia,26,Heavy Industry,Mining,,,FALSE,0.17,Mt
2011,Nova Scotia,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,0.00,Mt
2011,Nova Scotia,28,Heavy Industry,Pulp and Paper,,,FALSE,0.16,Mt
2011,Nova Scotia,29,Heavy Industry,Iron and Steel,,,FALSE,0.00,Mt
2011,Nova Scotia,30,Heavy Industry,Cement,,,FALSE,0.28,Mt
2011,Nova Scotia,31,Heavy Industry,Lime and Gypsum,,,FALSE,0.00,Mt
2011,Nova Scotia,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,0.05,Mt
2011,Nova Scotia,33,Buildings,,,,TRUE,2.99,Mt
2011,Nova Scotia,34,Buildings,Service Industry,,,FALSE,1.04,Mt
2011,Nova Scotia,35,Buildings,Residential,,,FALSE,1.95,Mt
2011,Nova Scotia,36,Agriculture,,,,TRUE,0.51,Mt
2011,Nova Scotia,37,Agriculture,On Farm Fuel Use,,,FALSE,0.16,Mt
2011,Nova Scotia,38,Agriculture,Crop Production,,,FALSE,0.04,Mt
2011,Nova Scotia,39,Agriculture,Animal Production,,,FALSE,0.32,Mt
2011,Nova Scotia,40,Waste,,,,TRUE,0.58,Mt
2011,Nova Scotia,41,Waste,Solid Waste,,,FALSE,0.52,Mt
2011,Nova Scotia,42,Waste,Wastewater,,,FALSE,0.06,Mt
2011,Nova Scotia,44,Coal Production,,,,FALSE,0.08,Mt
2011,Nova Scotia,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,0.47,Mt
2011,Nova Scotia,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,0.35,Mt
2011,Nova Scotia,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,0.09,Mt
2011,Nova Scotia,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.03,Mt
2011,Nunavut,0,Territorial Inventory Total,,,,TRUE,0.63,Mt
2011,Nunavut,16,Electricity,,,,FALSE,x,Mt
2011,Nunavut,17,Transport,,,,TRUE,0.45,Mt
2011,Nunavut,18,Transport,Passenger Transport,,,TRUE,0.16,Mt
2011,Nunavut,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,0.03,Mt
2011,Nunavut,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,0.12,Mt
2011,Nunavut,21,Transport,Freight Transport,,,TRUE,0.27,Mt
2011,Nunavut,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,0.15,Mt
2011,Nunavut,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.11,Mt
2011,Nunavut,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,0.03,Mt
2011,Nunavut,25,Heavy Industry,,,,TRUE,0.06,Mt
2011,Nunavut,26,Heavy Industry,Mining,,,FALSE,0.06,Mt
2011,Nunavut,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,0.00,Mt
2011,Nunavut,28,Heavy Industry,Pulp and Paper,,,FALSE,0.00,Mt
2011,Nunavut,29,Heavy Industry,Iron and Steel,,,FALSE,0.00,Mt
2011,Nunavut,30,Heavy Industry,Cement,,,FALSE,0.00,Mt
2011,Nunavut,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,0.00,Mt
2011,Nunavut,33,Buildings,,,,TRUE,0.01,Mt
2011,Nunavut,34,Buildings,Service Industry,,,FALSE,0.01,Mt
2011,Nunavut,35,Buildings,Residential,,,FALSE,0.00,Mt
2011,Nunavut,40,Waste,,,,TRUE,0.03,Mt
2011,Nunavut,41,Waste,Solid Waste,,,FALSE,0.02,Mt
2011,Nunavut,42,Waste,Wastewater,,,FALSE,0.00,Mt
2011,Nunavut,43,Waste,Waste Incineration,,,FALSE,0.00,Mt
2011,Nunavut,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,x,Mt
2011,Nunavut,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,0.01,Mt
2011,Nunavut,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,x,Mt
2011,Ontario,0,Provincial Inventory Total,,,,TRUE,172.32,Mt
2011,Ontario,1,Oil and Gas,,,,TRUE,9.00,Mt
2011,Ontario,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,1.64,Mt
2011,Ontario,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,FALSE,0.27,Mt
2011,Ontario,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,TRUE,0.03,Mt
2011,Ontario,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,FALSE,0.03,Mt
2011,Ontario,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,FALSE,1.35,Mt
2011,Ontario,13,Oil and Gas,Downstream Oil and Gas,,,TRUE,7.36,Mt
2011,Ontario,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,FALSE,6.84,Mt
2011,Ontario,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,FALSE,0.52,Mt
2011,Ontario,16,Electricity,,,,FALSE,12.92,Mt
2011,Ontario,17,Transport,,,,TRUE,56.15,Mt
2011,Ontario,18,Transport,Passenger Transport,,,TRUE,34.15,Mt
2011,Ontario,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,31.63,Mt
2011,Ontario,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,2.52,Mt
2011,Ontario,21,Transport,Freight Transport,,,TRUE,18.71,Mt
2011,Ontario,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,18.17,Mt
2011,Ontario,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.54,Mt
2011,Ontario,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,3.30,Mt
2011,Ontario,25,Heavy Industry,,,,TRUE,30.64,Mt
2011,Ontario,26,Heavy Industry,Mining,,,FALSE,1.21,Mt
2011,Ontario,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,0.95,Mt
2011,Ontario,28,Heavy Industry,Pulp and Paper,,,FALSE,2.16,Mt
2011,Ontario,29,Heavy Industry,Iron and Steel,,,FALSE,14.34,Mt
2011,Ontario,30,Heavy Industry,Cement,,,FALSE,4.51,Mt
2011,Ontario,31,Heavy Industry,Lime and Gypsum,,,FALSE,1.31,Mt
2011,Ontario,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,6.16,Mt
2011,Ontario,33,Buildings,,,,TRUE,34.56,Mt
2011,Ontario,34,Buildings,Service Industry,,,FALSE,14.52,Mt
2011,Ontario,35,Buildings,Residential,,,FALSE,20.04,Mt
2011,Ontario,36,Agriculture,,,,TRUE,11.71,Mt
2011,Ontario,37,Agriculture,On Farm Fuel Use,,,FALSE,2.87,Mt
2011,Ontario,38,Agriculture,Crop Production,,,FALSE,2.79,Mt
2011,Ontario,39,Agriculture,Animal Production,,,FALSE,6.06,Mt
2011,Ontario,40,Waste,,,,TRUE,7.69,Mt
2011,Ontario,41,Waste,Solid Waste,,,FALSE,6.69,Mt
2011,Ontario,42,Waste,Wastewater,,,FALSE,0.89,Mt
2011,Ontario,43,Waste,Waste Incineration,,,FALSE,0.11,Mt
2011,Ontario,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,9.65,Mt
2011,Ontario,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,6.86,Mt
2011,Ontario,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,2.69,Mt
2011,Ontario,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.10,Mt
2011,Prince Edward Island,0,Provincial Inventory Total,,,,TRUE,2.01,Mt
2011,Prince Edward Island,1,Oil and Gas,,,,TRUE,0.00,Mt
2011,Prince Edward Island,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,0.00,Mt
2011,Prince Edward Island,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,FALSE,0.00,Mt
2011,Prince Edward Island,16,Electricity,,,,FALSE,0.00,Mt
2011,Prince Edward Island,17,Transport,,,,TRUE,0.83,Mt
2011,Prince Edward Island,18,Transport,Passenger Transport,,,TRUE,0.53,Mt
2011,Prince Edward Island,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,0.51,Mt
2011,Prince Edward Island,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,0.01,Mt
2011,Prince Edward Island,21,Transport,Freight Transport,,,TRUE,0.26,Mt
2011,Prince Edward Island,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,0.20,Mt
2011,Prince Edward Island,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.06,Mt
2011,Prince Edward Island,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,0.04,Mt
2011,Prince Edward Island,25,Heavy Industry,,,,TRUE,0.01,Mt
2011,Prince Edward Island,26,Heavy Industry,Mining,,,FALSE,0.00,Mt
2011,Prince Edward Island,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,0.00,Mt
2011,Prince Edward Island,28,Heavy Industry,Pulp and Paper,,,FALSE,0.00,Mt
2011,Prince Edward Island,29,Heavy Industry,Iron and Steel,,,FALSE,0.00,Mt
2011,Prince Edward Island,30,Heavy Industry,Cement,,,FALSE,0.00,Mt
2011,Prince Edward Island,31,Heavy Industry,Lime and Gypsum,,,FALSE,0.00,Mt
2011,Prince Edward Island,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,0.01,Mt
2011,Prince Edward Island,33,Buildings,,,,TRUE,0.58,Mt
2011,Prince Edward Island,34,Buildings,Service Industry,,,FALSE,0.14,Mt
2011,Prince Edward Island,35,Buildings,Residential,,,FALSE,0.44,Mt
2011,Prince Edward Island,36,Agriculture,,,,TRUE,0.33,Mt
2011,Prince Edward Island,37,Agriculture,On Farm Fuel Use,,,FALSE,0.08,Mt
2011,Prince Edward Island,38,Agriculture,Crop Production,,,FALSE,0.08,Mt
2011,Prince Edward Island,39,Agriculture,Animal Production,,,FALSE,0.17,Mt
2011,Prince Edward Island,40,Waste,,,,TRUE,0.09,Mt
2011,Prince Edward Island,41,Waste,Solid Waste,,,FALSE,0.08,Mt
2011,Prince Edward Island,42,Waste,Wastewater,,,FALSE,0.01,Mt
2011,Prince Edward Island,43,Waste,Waste Incineration,,,FALSE,0.00,Mt
2011,Prince Edward Island,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,0.17,Mt
2011,Prince Edward Island,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,0.15,Mt
2011,Prince Edward Island,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,0.02,Mt
2011,Prince Edward Island,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.00,Mt
2011,Quebec,0,Provincial Inventory Total,,,,TRUE,81.54,Mt
2011,Quebec,1,Oil and Gas,,,,TRUE,2.74,Mt
2011,Quebec,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,0.15,Mt
2011,Quebec,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,FALSE,0.01,Mt
2011,Quebec,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,FALSE,0.14,Mt
2011,Quebec,13,Oil and Gas,Downstream Oil and Gas,,,TRUE,2.59,Mt
2011,Quebec,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,FALSE,2.51,Mt
2011,Quebec,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,FALSE,0.07,Mt
2011,Quebec,16,Electricity,,,,FALSE,0.43,Mt
2011,Quebec,17,Transport,,,,TRUE,32.50,Mt
2011,Quebec,18,Transport,Passenger Transport,,,TRUE,19.61,Mt
2011,Quebec,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,18.41,Mt
2011,Quebec,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,1.19,Mt
2011,Quebec,21,Transport,Freight Transport,,,TRUE,11.14,Mt
2011,Quebec,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,10.17,Mt
2011,Quebec,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.97,Mt
2011,Quebec,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,1.75,Mt
2011,Quebec,25,Heavy Industry,,,,TRUE,17.38,Mt
2011,Quebec,26,Heavy Industry,Mining,,,FALSE,1.36,Mt
2011,Quebec,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,7.95,Mt
2011,Quebec,28,Heavy Industry,Pulp and Paper,,,FALSE,1.51,Mt
2011,Quebec,29,Heavy Industry,Iron and Steel,,,FALSE,1.88,Mt
2011,Quebec,30,Heavy Industry,Cement,,,FALSE,2.27,Mt
2011,Quebec,31,Heavy Industry,Lime and Gypsum,,,FALSE,0.87,Mt
2011,Quebec,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,1.54,Mt
2011,Quebec,33,Buildings,,,,TRUE,10.35,Mt
2011,Quebec,34,Buildings,Service Industry,,,FALSE,6.28,Mt
2011,Quebec,35,Buildings,Residential,,,FALSE,4.07,Mt
2011,Quebec,36,Agriculture,,,,TRUE,8.45,Mt
2011,Quebec,37,Agriculture,On Farm Fuel Use,,,FALSE,1.12,Mt
2011,Quebec,38,Agriculture,Crop Production,,,FALSE,2.06,Mt
2011,Quebec,39,Agriculture,Animal Production,,,FALSE,5.27,Mt
2011,Quebec,40,Waste,,,,TRUE,4.89,Mt
2011,Quebec,41,Waste,Solid Waste,,,FALSE,4.36,Mt
2011,Quebec,42,Waste,Wastewater,,,FALSE,0.36,Mt
2011,Quebec,43,Waste,Waste Incineration,,,FALSE,0.18,Mt
2011,Quebec,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,4.80,Mt
2011,Quebec,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,3.04,Mt
2011,Quebec,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,1.44,Mt
2011,Quebec,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.33,Mt
2011,Saskatchewan,0,Provincial Inventory Total,,,,TRUE,70.75,Mt
2011,Saskatchewan,1,Oil and Gas,,,,TRUE,25.43,Mt
2011,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,24.15,Mt
2011,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,FALSE,3.73,Mt
2011,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,TRUE,15.86,Mt
2011,Saskatchewan,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,FALSE,7.86,Mt
2011,Saskatchewan,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production,FALSE,8.00,Mt
2011,Saskatchewan,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",,TRUE,2.08,Mt
2011,Saskatchewan,11,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",Upgrading,FALSE,2.08,Mt
2011,Saskatchewan,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,FALSE,2.48,Mt
2011,Saskatchewan,13,Oil and Gas,Downstream Oil and Gas,,,TRUE,1.28,Mt
2011,Saskatchewan,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,FALSE,1.08,Mt
2011,Saskatchewan,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,FALSE,0.20,Mt
2011,Saskatchewan,16,Electricity,,,,FALSE,14.24,Mt
2011,Saskatchewan,17,Transport,,,,TRUE,8.58,Mt
2011,Saskatchewan,18,Transport,Passenger Transport,,,TRUE,4.01,Mt
2011,Saskatchewan,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,3.76,Mt
2011,Saskatchewan,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,0.25,Mt
2011,Saskatchewan,21,Transport,Freight Transport,,,TRUE,4.21,Mt
2011,Saskatchewan,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,4.19,Mt
2011,Saskatchewan,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.03,Mt
2011,Saskatchewan,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,0.36,Mt
2011,Saskatchewan,25,Heavy Industry,,,,TRUE,3.96,Mt
2011,Saskatchewan,26,Heavy Industry,Mining,,,FALSE,2.99,Mt
2011,Saskatchewan,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,0.00,Mt
2011,Saskatchewan,28,Heavy Industry,Pulp and Paper,,,FALSE,0.07,Mt
2011,Saskatchewan,29,Heavy Industry,Iron and Steel,,,FALSE,0.14,Mt
2011,Saskatchewan,30,Heavy Industry,Cement,,,FALSE,0.00,Mt
2011,Saskatchewan,31,Heavy Industry,Lime and Gypsum,,,FALSE,0.00,Mt
2011,Saskatchewan,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,0.75,Mt
2011,Saskatchewan,33,Buildings,,,,TRUE,3.33,Mt
2011,Saskatchewan,34,Buildings,Service Industry,,,FALSE,1.50,Mt
2011,Saskatchewan,35,Buildings,Residential,,,FALSE,1.83,Mt
2011,Saskatchewan,36,Agriculture,,,,TRUE,13.06,Mt
2011,Saskatchewan,37,Agriculture,On Farm Fuel Use,,,FALSE,3.58,Mt
2011,Saskatchewan,38,Agriculture,Crop Production,,,FALSE,3.48,Mt
2011,Saskatchewan,39,Agriculture,Animal Production,,,FALSE,5.99,Mt
2011,Saskatchewan,40,Waste,,,,TRUE,1.39,Mt
2011,Saskatchewan,41,Waste,Solid Waste,,,FALSE,1.31,Mt
2011,Saskatchewan,42,Waste,Wastewater,,,FALSE,0.08,Mt
2011,Saskatchewan,43,Waste,Waste Incineration,,,FALSE,0.00,Mt
2011,Saskatchewan,44,Coal Production,,,,FALSE,0.03,Mt
2011,Saskatchewan,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,0.73,Mt
2011,Saskatchewan,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,0.50,Mt
2011,Saskatchewan,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,0.21,Mt
2011,Saskatchewan,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.02,Mt
2011,Yukon,0,Territorial Inventory Total,,,,TRUE,0.69,Mt
2011,Yukon,1,Oil and Gas,,,,TRUE,0.02,Mt
2011,Yukon,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,0.02,Mt
2011,Yukon,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,FALSE,0.02,Mt
2011,Yukon,16,Electricity,,,,FALSE,0.03,Mt
2011,Yukon,17,Transport,,,,TRUE,0.46,Mt
2011,Yukon,18,Transport,Passenger Transport,,,TRUE,0.18,Mt
2011,Yukon,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,0.14,Mt
2011,Yukon,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,0.04,Mt
2011,Yukon,21,Transport,Freight Transport,,,TRUE,0.27,Mt
2011,Yukon,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,0.26,Mt
2011,Yukon,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.01,Mt
2011,Yukon,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,0.01,Mt
2011,Yukon,25,Heavy Industry,,,,TRUE,0.03,Mt
2011,Yukon,26,Heavy Industry,Mining,,,FALSE,0.02,Mt
2011,Yukon,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,0.00,Mt
2011,Yukon,28,Heavy Industry,Pulp and Paper,,,FALSE,0.00,Mt
2011,Yukon,29,Heavy Industry,Iron and Steel,,,FALSE,0.00,Mt
2011,Yukon,30,Heavy Industry,Cement,,,FALSE,0.00,Mt
2011,Yukon,31,Heavy Industry,Lime and Gypsum,,,FALSE,0.00,Mt
2011,Yukon,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,0.00,Mt
2011,Yukon,33,Buildings,,,,TRUE,0.10,Mt
2011,Yukon,34,Buildings,Service Industry,,,FALSE,0.07,Mt
2011,Yukon,35,Buildings,Residential,,,FALSE,0.03,Mt
2011,Yukon,40,Waste,,,,TRUE,0.03,Mt
2011,Yukon,41,Waste,Solid Waste,,,FALSE,0.03,Mt
2011,Yukon,42,Waste,Wastewater,,,FALSE,0.01,Mt
2011,Yukon,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,0.02,Mt
2011,Yukon,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,0.02,Mt
2011,Yukon,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,0.00,Mt
2011,Yukon,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.00,Mt
2012,Alberta,0,Provincial Inventory Total,,,,TRUE,273.05,Mt
2012,Alberta,1,Oil and Gas,,,,TRUE,133.63,Mt
2012,Alberta,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,129.48,Mt
2012,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,FALSE,48.57,Mt
2012,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,TRUE,18.44,Mt
2012,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,FALSE,13.67,Mt
2012,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production,FALSE,4.77,Mt
2012,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",,TRUE,59.96,Mt
2012,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",Mining and Extraction,FALSE,9.10,Mt
2012,Alberta,10,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",In-situ,FALSE,29.24,Mt
2012,Alberta,11,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",Upgrading,FALSE,21.62,Mt
2012,Alberta,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,FALSE,2.51,Mt
2012,Alberta,13,Oil and Gas,Downstream Oil and Gas,,,TRUE,4.15,Mt
2012,Alberta,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,FALSE,3.98,Mt
2012,Alberta,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,FALSE,0.17,Mt
2012,Alberta,16,Electricity,,,,FALSE,42.44,Mt
2012,Alberta,17,Transport,,,,TRUE,29.77,Mt
2012,Alberta,18,Transport,Passenger Transport,,,TRUE,11.19,Mt
2012,Alberta,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,9.61,Mt
2012,Alberta,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,1.58,Mt
2012,Alberta,21,Transport,Freight Transport,,,TRUE,17.64,Mt
2012,Alberta,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,17.46,Mt
2012,Alberta,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.19,Mt
2012,Alberta,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,0.94,Mt
2012,Alberta,25,Heavy Industry,,,,TRUE,17.91,Mt
2012,Alberta,26,Heavy Industry,Mining,,,FALSE,0.34,Mt
2012,Alberta,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,0.02,Mt
2012,Alberta,28,Heavy Industry,Pulp and Paper,,,FALSE,0.79,Mt
2012,Alberta,29,Heavy Industry,Iron and Steel,,,FALSE,0.10,Mt
2012,Alberta,30,Heavy Industry,Cement,,,FALSE,1.55,Mt
2012,Alberta,31,Heavy Industry,Lime and Gypsum,,,FALSE,0.20,Mt
2012,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,14.91,Mt
2012,Alberta,33,Buildings,,,,TRUE,22.62,Mt
2012,Alberta,34,Buildings,Service Industry,,,FALSE,13.93,Mt
2012,Alberta,35,Buildings,Residential,,,FALSE,8.70,Mt
2012,Alberta,36,Agriculture,,,,TRUE,19.09,Mt
2012,Alberta,37,Agriculture,On Farm Fuel Use,,,FALSE,3.29,Mt
2012,Alberta,38,Agriculture,Crop Production,,,FALSE,4.05,Mt
2012,Alberta,39,Agriculture,Animal Production,,,FALSE,11.76,Mt
2012,Alberta,40,Waste,,,,TRUE,4.31,Mt
2012,Alberta,41,Waste,Solid Waste,,,FALSE,4.01,Mt
2012,Alberta,42,Waste,Wastewater,,,FALSE,0.27,Mt
2012,Alberta,43,Waste,Waste Incineration,,,FALSE,0.03,Mt
2012,Alberta,44,Coal Production,,,,FALSE,0.56,Mt
2012,Alberta,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,2.72,Mt
2012,Alberta,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,2.06,Mt
2012,Alberta,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,0.53,Mt
2012,Alberta,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.14,Mt
2012,British Columbia,0,Provincial Inventory Total,,,,TRUE,59.55,Mt
